ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³Çâ(deg),Ç³¼Ó(m/s),°­¼ö·®(mm),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),½Àµµ(%)
752,¼­±¤,2021-09-30 09:00,20.7,7.3,2.9,0,,,95.9
752,¼­±¤,2021-09-30 10:00,21.9,2,4.3,0,,,88.2
752,¼­±¤,2021-09-30 11:00,21.6,6.1,4,0,,,86.1
752,¼­±¤,2021-09-30 12:00,22.6,9.2,4.4,0,,,82.6
752,¼­±¤,2021-09-30 13:00,24.1,354.9,4.4,0,,,77.2
752,¼­±¤,2021-09-30 14:00,25,5.4,3.7,0,,,74.4
752,¼­±¤,2021-09-30 15:00,23.9,21.2,2.4,0,,,78.4
752,¼­±¤,2021-09-30 16:00,23.2,.8,3.5,0,,,82.3
752,¼­±¤,2021-09-30 17:00,22.4,358.1,4.3,0,,,86.7
752,¼­±¤,2021-09-30 18:00,22,351.3,3.5,0,,,91.7
752,¼­±¤,2021-09-30 19:00,21.8,10.6,1.4,0,,,89.2
752,¼­±¤,2021-09-30 20:00,21.6,357.8,3.1,0,,,88
752,¼­±¤,2021-09-30 21:00,21.8,348,2.8,0,,,86.6
752,¼­±¤,2021-09-30 22:00,21,57.5,1.6,0,,,90.7
752,¼­±¤,2021-09-30 23:00,19.7,32.3,2,0,,,85.4
752,¼­±¤,2021-10-01 00:00,20.5,54.5,2,0,,,88.5
752,¼­±¤,2021-10-01 01:00,18.9,29.2,1.7,0,,,90.7
752,¼­±¤,2021-10-01 02:00,18.8,13.1,2,0,,,85
752,¼­±¤,2021-10-01 03:00,19.4,337.5,3.9,0,,,87.3
752,¼­±¤,2021-10-01 04:00,18.2,45.5,2.4,0,,,75.9
752,¼­±¤,2021-10-01 05:00,17.8,3.4,2.3,0,,,79.1
752,¼­±¤,2021-10-01 06:00,19.6,355,1.9,0,,,87.4
752,¼­±¤,2021-10-01 07:00,20.4,352.7,3.9,0,,,88.7
752,¼­±¤,2021-10-01 08:00,21.4,6.2,3.4,0,,,88.7
752,¼­±¤,2021-10-01 09:00,23.4,346.9,1.6,0,,,78.7
752,¼­±¤,2021-10-01 10:00,24.2,6,2.5,0,,,73.7
752,¼­±¤,2021-10-01 11:00,24.1,323.4,3.3,0,,,78.9
752,¼­±¤,2021-10-01 12:00,23.9,9.5,2.4,0,,,74.9
752,¼­±¤,2021-10-01 13:00,23.7,327.5,4.6,0,,,78.7
752,¼­±¤,2021-10-01 14:00,24.3,328,3.5,0,,,75.7
752,¼­±¤,2021-10-01 15:00,24.6,324.3,2.8,0,,,72.6
752,¼­±¤,2021-10-01 16:00,23.2,325,3.9,0,,,74.2
752,¼­±¤,2021-10-01 17:00,22,332.2,3.6,0,,,81.6
752,¼­±¤,2021-10-01 18:00,20.7,347.4,3.5,0,,,84.6
752,¼­±¤,2021-10-01 19:00,19.7,5.7,3.1,0,,,89.3
752,¼­±¤,2021-10-01 20:00,19.9,354.3,3.8,0,,,91
752,¼­±¤,2021-10-01 21:00,19.3,16.9,2.1,0,,,91.5
752,¼­±¤,2021-10-01 22:00,19.7,7.6,4,0,,,90.5
752,¼­±¤,2021-10-01 23:00,19.9,356.2,5,0,,,86.9
752,¼­±¤,2021-10-02 00:00,19.7,356.3,4.6,0,,,87.9
752,¼­±¤,2021-10-02 01:00,19.6,.8,4.5,0,,,81.4
752,¼­±¤,2021-10-02 02:00,19.7,359.5,5.1,0,,,86.2
752,¼­±¤,2021-10-02 03:00,18.5,33.9,2.6,0,,,75.7
752,¼­±¤,2021-10-02 04:00,16.2,36.3,1.6,0,,,87.5
752,¼­±¤,2021-10-02 05:00,19.6,357,5,0,,,91.2
752,¼­±¤,2021-10-02 06:00,19.3,0,3.1,0,,,89.9
752,¼­±¤,2021-10-02 07:00,20.1,347.6,3.4,0,,,84.5
752,¼­±¤,2021-10-02 08:00,21.6,12.5,3,0,,,79.3
752,¼­±¤,2021-10-02 09:00,23.4,7.2,2.5,0,,,70.7
752,¼­±¤,2021-10-02 10:00,24.9,15.1,2,0,,,65.6
752,¼­±¤,2021-10-02 11:00,25.7,6.3,2.2,0,,,59.1
752,¼­±¤,2021-10-02 12:00,26.6,345.7,.7,0,,,53.8
752,¼­±¤,2021-10-02 13:00,25.4,184.2,2.3,0,,,72
752,¼­±¤,2021-10-02 14:00,25.1,160.4,1.4,0,,,73
752,¼­±¤,2021-10-02 15:00,25.1,144.9,2.2,0,,,69.8
752,¼­±¤,2021-10-02 16:00,24.8,147.3,2.2,0,,,72.5
752,¼­±¤,2021-10-02 17:00,24,168.3,2.2,0,,,76
752,¼­±¤,2021-10-02 18:00,22.9,149.4,1.9,0,,,80.5
752,¼­±¤,2021-10-02 19:00,21.5,99.5,1.3,0,,,86.9
752,¼­±¤,2021-10-02 20:00,21.2,93.1,1.6,0,,,87.1
752,¼­±¤,2021-10-02 21:00,20.8,88.7,1.7,0,,,87.6
752,¼­±¤,2021-10-02 22:00,19.3,86.2,.8,0,,,94
752,¼­±¤,2021-10-02 23:00,19,60.6,1.7,0,,,93.3
752,¼­±¤,2021-10-03 00:00,18.6,50.3,2.1,0,,,88.1
752,¼­±¤,2021-10-03 01:00,18,47.2,2.3,0,,,84.1
752,¼­±¤,2021-10-03 02:00,17.2,49.5,2.2,0,,,78.8
752,¼­±¤,2021-10-03 03:00,17.3,81.2,1.6,0,,,77.6
752,¼­±¤,2021-10-03 04:00,15.9,64.4,1.8,0,,,70
752,¼­±¤,2021-10-03 05:00,18.1,93.7,2,0,,,52.8
752,¼­±¤,2021-10-03 06:00,18.8,94.5,1.7,0,,,52.2
752,¼­±¤,2021-10-03 07:00,21.6,86.5,2.5,0,,,35.9
752,¼­±¤,2021-10-03 08:00,21.1,117.1,1.9,0,,,44.2
752,¼­±¤,2021-10-03 09:00,24,115.4,2.6,0,,,57.5
752,¼­±¤,2021-10-03 10:00,25.5,128.2,3.4,0,,,63.5
752,¼­±¤,2021-10-03 11:00,26,131.4,4.3,0,,,67.5
752,¼­±¤,2021-10-03 12:00,26.1,141.8,4.5,0,,,70.5
752,¼­±¤,2021-10-03 13:00,26.4,146.8,5.1,0,,,69.6
752,¼­±¤,2021-10-03 14:00,26.4,138.1,3.8,0,,,70.6
752,¼­±¤,2021-10-03 15:00,26.1,140.1,3.7,0,,,70.8
752,¼­±¤,2021-10-03 16:00,25.6,145.6,4.4,0,,,72.2
752,¼­±¤,2021-10-03 17:00,25.1,134.8,2.7,0,,,74.2
752,¼­±¤,2021-10-03 18:00,24.1,129.9,3.3,0,,,80.2
752,¼­±¤,2021-10-03 19:00,23.3,127.1,2.9,0,,,83.9
752,¼­±¤,2021-10-03 20:00,23.1,116.8,3.5,0,,,80.2
752,¼­±¤,2021-10-03 21:00,23.3,124.2,3.1,0,,,81.8
752,¼­±¤,2021-10-03 22:00,23.4,124.7,3,0,,,82.3
752,¼­±¤,2021-10-03 23:00,23.4,123,3.2,0,,,82.3
752,¼­±¤,2021-10-04 00:00,23.4,119.8,3.7,0,,,81.2
752,¼­±¤,2021-10-04 01:00,23.3,127.9,3,0,,,84.3
752,¼­±¤,2021-10-04 02:00,24,139.2,4.3,0,,,83.9
752,¼­±¤,2021-10-04 03:00,24,141.7,4.3,0,,,81.7
752,¼­±¤,2021-10-04 04:00,23.8,145.3,4,0,,,82.7
752,¼­±¤,2021-10-04 05:00,23.7,140.8,3.4,0,,,83.2
752,¼­±¤,2021-10-04 06:00,23.6,141.4,3.3,0,,,83.1
752,¼­±¤,2021-10-04 07:00,23.7,134.6,3,0,,,82.7
752,¼­±¤,2021-10-04 08:00,24.1,122.8,2.6,0,,,83.3
752,¼­±¤,2021-10-04 09:00,25.5,149.3,3.3,0,,,80.7
752,¼­±¤,2021-10-04 10:00,25.9,148.2,5,0,,,75.9
752,¼­±¤,2021-10-04 11:00,27.2,150.6,3.7,0,,,70
752,¼­±¤,2021-10-04 12:00,26.7,151.9,4.2,0,,,70.4
752,¼­±¤,2021-10-04 13:00,26.6,153.2,4,0,,,69.3
752,¼­±¤,2021-10-04 14:00,27,154,4.4,0,,,65.7
752,¼­±¤,2021-10-04 15:00,27,153.1,3.7,0,,,68.4
752,¼­±¤,2021-10-04 16:00,26.4,148.6,4.3,0,,,67.6
752,¼­±¤,2021-10-04 17:00,25.6,150.4,5.3,0,,,70.1
752,¼­±¤,2021-10-04 18:00,24.5,146.9,3.2,0,,,74.7
752,¼­±¤,2021-10-04 19:00,23.2,134.3,1.9,0,,,77.9
752,¼­±¤,2021-10-04 20:00,22.1,109.3,1.3,0,,,83.5
752,¼­±¤,2021-10-04 21:00,21.8,100.8,1.4,0,,,84.5
752,¼­±¤,2021-10-04 22:00,21.9,114.8,1.3,0,,,81.7
752,¼­±¤,2021-10-04 23:00,21.5,114.6,1.4,0,,,82.7
752,¼­±¤,2021-10-05 00:00,21.8,109.6,2.1,0,,,80.5
752,¼­±¤,2021-10-05 01:00,21.5,109.7,1.9,0,,,79.9
752,¼­±¤,2021-10-05 02:00,21.2,111.2,1.7,0,,,79.3
752,¼­±¤,2021-10-05 03:00,21.5,99.5,1.8,0,,,83.1
752,¼­±¤,2021-10-05 04:00,21.9,97.1,2,0,,,78.6
752,¼­±¤,2021-10-05 05:00,21.7,92.6,1.7,0,,,83.7
752,¼­±¤,2021-10-05 06:00,22.9,95.2,1.8,0,,,82.4
752,¼­±¤,2021-10-05 07:00,22.4,90.6,1.5,0,,,85.6
752,¼­±¤,2021-10-05 08:00,24.3,109.4,1.8,0,,,81.1
752,¼­±¤,2021-10-05 09:00,25.5,120.5,2.5,0,,,76.2
752,¼­±¤,2021-10-05 10:00,26.6,121.1,2.3,0,,,70.2
752,¼­±¤,2021-10-05 11:00,27.4,143.2,2.5,0,,,63.4
752,¼­±¤,2021-10-05 12:00,26.7,156,2.9,0,,,72.7
752,¼­±¤,2021-10-05 13:00,27.2,156.9,3,0,,,67.2
752,¼­±¤,2021-10-05 14:00,27.4,152.3,2.3,0,,,64.2
752,¼­±¤,2021-10-05 15:00,27,157.5,2.1,0,,,64.8
752,¼­±¤,2021-10-05 16:00,27,172.1,1.2,0,,,66.5
752,¼­±¤,2021-10-05 17:00,25.5,0,.4,0,,,79.5
752,¼­±¤,2021-10-05 18:00,23.8,3.8,.9,0,,,84.1
752,¼­±¤,2021-10-05 19:00,22.5,26.4,.7,0,,,88.7
752,¼­±¤,2021-10-05 20:00,22.2,40.1,1.4,0,,,92
752,¼­±¤,2021-10-05 21:00,21.6,44.8,1.5,0,,,93
752,¼­±¤,2021-10-05 22:00,21.1,45.9,1.8,0,,,91.8
752,¼­±¤,2021-10-05 23:00,20.8,50.3,1.9,0,,,91.3
752,¼­±¤,2021-10-06 00:00,20.4,48,2.1,0,,,91
752,¼­±¤,2021-10-06 01:00,20.8,35.1,2.8,0,,,92.5
752,¼­±¤,2021-10-06 02:00,21,41.1,1.9,0,,,90.8
752,¼­±¤,2021-10-06 03:00,20.4,29.7,1.5,0,,,93.9
752,¼­±¤,2021-10-06 04:00,20,32.3,2.1,0,,,91
752,¼­±¤,2021-10-06 05:00,20.8,34.1,2,0,,,93.5
752,¼­±¤,2021-10-06 06:00,20.6,37.9,2.1,0,,,91.2
752,¼­±¤,2021-10-06 07:00,19.6,39.7,2.1,0,,,88.9
752,¼­±¤,2021-10-06 08:00,23.9,0,0,0,,,78.5
752,¼­±¤,2021-10-06 09:00,25.2,106.1,1.5,0,,,67.6
752,¼­±¤,2021-10-06 10:00,26.2,126.9,1.7,0,,,59.9
752,¼­±¤,2021-10-06 11:00,26.6,126.4,2.1,0,,,59.8
752,¼­±¤,2021-10-06 12:00,26.7,148,2.5,0,,,61.4
752,¼­±¤,2021-10-06 13:00,27.2,140,3.2,0,,,59.6
752,¼­±¤,2021-10-06 14:00,26.2,151.7,2.6,0,,,62.6
752,¼­±¤,2021-10-06 15:00,26.4,151.5,3.7,0,,,61.3
752,¼­±¤,2021-10-06 16:00,25.6,160.7,3.4,0,,,70.2
752,¼­±¤,2021-10-06 17:00,25.1,149.3,3.6,0,,,72.5
752,¼­±¤,2021-10-06 18:00,23.7,128.1,2.3,0,,,72.7
752,¼­±¤,2021-10-06 19:00,22.2,136.3,1.2,0,,,79.8
752,¼­±¤,2021-10-06 20:00,22,143.6,1.1,0,,,79.1
752,¼­±¤,2021-10-06 21:00,22.1,72,.6,0,,,83.6
752,¼­±¤,2021-10-06 22:00,22.4,84.8,1.4,0,,,79.9
752,¼­±¤,2021-10-06 23:00,21.8,90.6,1.7,0,,,84.5
752,¼­±¤,2021-10-07 00:00,21.8,87.3,1.8,0,,,78.3
752,¼­±¤,2021-10-07 01:00,21.5,93,1.7,0,,,77.6
752,¼­±¤,2021-10-07 02:00,20.6,65.1,1.9,0,,,77.5
752,¼­±¤,2021-10-07 03:00,20.1,71.8,1.7,0,,,81.7
752,¼­±¤,2021-10-07 04:00,18.8,46.4,1.6,0,,,91.7
752,¼­±¤,2021-10-07 05:00,18.8,52.2,2,0,,,90.6
752,¼­±¤,2021-10-07 06:00,18.7,50.1,2.1,0,,,86.4
752,¼­±¤,2021-10-07 07:00,19.1,50.8,1.9,0,,,84.1
752,¼­±¤,2021-10-07 08:00,22.7,84.5,.8,0,,,73.9
752,¼­±¤,2021-10-07 09:00,24.3,35,.9,0,,,71.3
752,¼­±¤,2021-10-07 10:00,25.4,25.7,.6,0,,,65.3
752,¼­±¤,2021-10-07 11:00,24.3,330.8,2.4,0,,,72.7
752,¼­±¤,2021-10-07 12:00,24.4,301.4,.7,0,,,70.8
752,¼­±¤,2021-10-07 13:00,24.2,247.3,1.1,0,,,73.3
752,¼­±¤,2021-10-07 14:00,24.3,212.8,.9,0,,,67.9
752,¼­±¤,2021-10-07 15:00,24.5,324.7,2,0,,,76.1
752,¼­±¤,2021-10-07 16:00,24.3,334.1,1.9,0,,,75.6
752,¼­±¤,2021-10-07 17:00,24.2,343.5,.8,0,,,74.6
752,¼­±¤,2021-10-07 18:00,23,83.6,1.5,0,,,75.9
752,¼­±¤,2021-10-07 19:00,21.5,77.7,1.6,0,,,82.4
752,¼­±¤,2021-10-07 20:00,20.6,48,1.5,0,,,85.5
752,¼­±¤,2021-10-07 21:00,19.8,33.3,2.1,0,,,87.2
752,¼­±¤,2021-10-07 22:00,19.3,43,2.1,0,,,86.7
752,¼­±¤,2021-10-07 23:00,19.5,43.8,2,0,,,82.3
752,¼­±¤,2021-10-08 00:00,19.6,36.4,2.1,0,,,82.6
752,¼­±¤,2021-10-08 01:00,19.3,50.6,2,0,,,81.8
752,¼­±¤,2021-10-08 02:00,19.1,36,2.2,0,,,89.2
752,¼­±¤,2021-10-08 03:00,19.7,32.6,2.6,0,,,87.1
752,¼­±¤,2021-10-08 04:00,18.9,43.2,2,0,,,84.9
752,¼­±¤,2021-10-08 05:00,21,90.9,1.6,0,,,83.5
752,¼­±¤,2021-10-08 06:00,20.7,86.8,1.6,0,,,87.1
752,¼­±¤,2021-10-08 07:00,19.7,45,1.5,0,,,85.3
752,¼­±¤,2021-10-08 08:00,23,0,.3,0,,,77.6
752,¼­±¤,2021-10-08 09:00,24.8,97.8,2.5,0,,,65.5
752,¼­±¤,2021-10-08 10:00,25.8,113.5,2.1,0,,,63.1
752,¼­±¤,2021-10-08 11:00,26.3,128.4,2.6,0,,,62.3
752,¼­±¤,2021-10-08 12:00,25.6,121.4,2.2,0,,,68.3
752,¼­±¤,2021-10-08 13:00,27.2,148.1,3.9,0,,,64.2
752,¼­±¤,2021-10-08 14:00,26.5,159.5,3.4,0,,,63
752,¼­±¤,2021-10-08 15:00,25.4,135.2,2.7,0,,,68.1
752,¼­±¤,2021-10-08 16:00,25.9,150.2,4,0,,,62.3
752,¼­±¤,2021-10-08 17:00,25.5,136.4,2.8,0,,,66.3
752,¼­±¤,2021-10-08 18:00,24.2,112.9,2.2,0,,,73.2
752,¼­±¤,2021-10-08 19:00,22.1,35.3,1,0,,,86.4
752,¼­±¤,2021-10-08 20:00,20.8,37.2,1.2,0,,,89.6
752,¼­±¤,2021-10-08 21:00,20.2,50.6,1.6,0,,,77.4
752,¼­±¤,2021-10-08 22:00,19.6,71,1.6,0,,,80.9
752,¼­±¤,2021-10-08 23:00,19.7,61.3,1.2,0,,,80.5
752,¼­±¤,2021-10-09 00:00,21.9,80.8,2.3,0,,,77.6
752,¼­±¤,2021-10-09 01:00,20.5,48.4,1.8,0,,,81.7
752,¼­±¤,2021-10-09 02:00,23.2,109,1.7,0,,,77.3
752,¼­±¤,2021-10-09 03:00,23.6,92.2,2.2,0,,,79.7
752,¼­±¤,2021-10-09 04:00,23,104.3,1.5,0,,,84.3
752,¼­±¤,2021-10-09 05:00,22.8,160.2,1.2,0,,,89.4
752,¼­±¤,2021-10-09 06:00,22.3,0,.4,0,,,94.1
752,¼­±¤,2021-10-09 07:00,21.8,0,.1,1.5,,,97.3
752,¼­±¤,2021-10-09 08:00,21.9,76.4,2.3,2.5,,,95.7
752,¼­±¤,2021-10-09 09:00,22.3,89.6,2.3,0,,,94.9
752,¼­±¤,2021-10-09 10:00,22.4,85.4,2.5,0,,,90.4
752,¼­±¤,2021-10-09 11:00,25,106,2.4,0,,,77.6
752,¼­±¤,2021-10-09 12:00,25.1,126.9,2,0,,,77.6
752,¼­±¤,2021-10-09 13:00,25.9,111.2,1.9,0,,,74.4
752,¼­±¤,2021-10-09 14:00,26.4,116.1,2.1,0,,,68.6
752,¼­±¤,2021-10-09 15:00,26.2,136.5,3,0,,,72.4
752,¼­±¤,2021-10-09 16:00,25.8,128.1,2,0,,,77.5
752,¼­±¤,2021-10-09 17:00,25.3,117.9,1.9,0,,,80.7
752,¼­±¤,2021-10-09 18:00,23.8,105.8,1.2,0,,,87.1
752,¼­±¤,2021-10-09 19:00,22.8,107.9,1.9,0,,,87.8
752,¼­±¤,2021-10-09 20:00,22.3,113.8,1.4,0,,,79.9
752,¼­±¤,2021-10-09 21:00,22.8,101.8,1.5,0,,,76.8
752,¼­±¤,2021-10-09 22:00,23.1,83.8,2.3,0,,,73.7
752,¼­±¤,2021-10-09 23:00,21.6,53.2,2,0,,,76.5
752,¼­±¤,2021-10-10 00:00,19.7,52.3,1.9,0,,,87.5
752,¼­±¤,2021-10-10 01:00,21.5,86.6,1.8,0,,,73.4
752,¼­±¤,2021-10-10 02:00,23.2,98.1,2,0,,,66
752,¼­±¤,2021-10-10 03:00,23.5,97.6,2.6,0,,,68.6
752,¼­±¤,2021-10-10 04:00,23.7,102,2.5,0,,,72.2
752,¼­±¤,2021-10-10 05:00,23.5,99.5,2.6,0,,,73.5
752,¼­±¤,2021-10-10 06:00,24.1,99,2.7,0,,,77
752,¼­±¤,2021-10-10 07:00,24.3,110.4,2.3,0,,,79.4
752,¼­±¤,2021-10-10 08:00,24.8,111.5,2.6,0,,,82
752,¼­±¤,2021-10-10 09:00,25.4,120.8,2.7,0,,,80
752,¼­±¤,2021-10-10 10:00,25.7,121.9,3,0,,,79
752,¼­±¤,2021-10-10 11:00,25.8,121.8,3.3,0,,,79.7
752,¼­±¤,2021-10-10 12:00,26.3,126.2,3.9,0,,,78.5
752,¼­±¤,2021-10-10 13:00,26.6,126.3,3.3,0,,,80.6
752,¼­±¤,2021-10-10 14:00,26.8,138.2,3.5,0,,,75.6
752,¼­±¤,2021-10-10 15:00,26.8,143.5,3.6,0,,,79.8
752,¼­±¤,2021-10-10 16:00,25.8,145.5,3.2,0,,,82.2
752,¼­±¤,2021-10-10 17:00,25.7,145.6,2.6,0,,,84.4
752,¼­±¤,2021-10-10 18:00,24.8,127.5,2.3,0,,,89.3
752,¼­±¤,2021-10-10 19:00,24.4,125.4,1.6,0,,,92.5
752,¼­±¤,2021-10-10 20:00,24.4,124.2,1.3,0,,,93.5
752,¼­±¤,2021-10-10 21:00,24,126.7,1.5,0,,,94.5
752,¼­±¤,2021-10-10 22:00,23.3,178.5,1.2,5.5,,,96.4
752,¼­±¤,2021-10-10 23:00,24,158.8,1.4,.5,,,98.2
752,¼­±¤,2021-10-11 00:00,24.1,152.2,1.4,0,,,98.3
752,¼­±¤,2021-10-11 01:00,23.7,0,.3,0,,,97.6
752,¼­±¤,2021-10-11 02:00,23,0,.2,0,,,97.6
752,¼­±¤,2021-10-11 03:00,23.1,0,.2,0,,,97.8
752,¼­±¤,2021-10-11 04:00,22.6,35.7,1.1,0,,,98.6
752,¼­±¤,2021-10-11 05:00,21.8,352,2.1,0,,,98.4
752,¼­±¤,2021-10-11 06:00,19.9,9.4,5.1,0,,,97.3
752,¼­±¤,2021-10-11 07:00,19.3,7.1,5.8,0,,,96.7
752,¼­±¤,2021-10-11 08:00,20.1,6.5,5.2,0,,,93.9
752,¼­±¤,2021-10-11 09:00,20.4,16,4.4,0,,,91
752,¼­±¤,2021-10-11 10:00,22,13.7,4.3,0,,,84.2
752,¼­±¤,2021-10-11 11:00,22.3,12.2,3.5,0,,,81.7
752,¼­±¤,2021-10-11 12:00,25.2,345.9,2.4,0,,,76
752,¼­±¤,2021-10-11 13:00,21.5,5,4.2,0,,,83.1
752,¼­±¤,2021-10-11 14:00,22.6,358.9,4.5,0,,,78.4
752,¼­±¤,2021-10-11 15:00,21.2,7.5,4.9,0,,,81.9
752,¼­±¤,2021-10-11 16:00,19.9,5,5.1,0,,,85.9
752,¼­±¤,2021-10-11 17:00,19.5,5.4,4.7,0,,,88.9
752,¼­±¤,2021-10-11 18:00,19.3,22.6,3.5,0,,,91.1
752,¼­±¤,2021-10-11 19:00,19.4,16.4,3.1,0,,,90.3
752,¼­±¤,2021-10-11 20:00,19.1,21.1,3.7,0,,,92.4
752,¼­±¤,2021-10-11 21:00,19.9,36.5,2.1,0,,,93.1
752,¼­±¤,2021-10-11 22:00,20.3,27.6,1.4,0,,,95.3
752,¼­±¤,2021-10-11 23:00,20.6,28.7,1.9,0,,,93.2
752,¼­±¤,2021-10-12 00:00,21,20.5,2.6,0,,,89.4
752,¼­±¤,2021-10-12 01:00,20.7,30.2,2.2,0,,,89.8
752,¼­±¤,2021-10-12 02:00,21.1,23.9,2.1,0,,,89.4
752,¼­±¤,2021-10-12 03:00,20.9,16,2.9,0,,,92.7
752,¼­±¤,2021-10-12 04:00,20.7,11.8,3.3,0,,,96
752,¼­±¤,2021-10-12 05:00,21,14.9,3.2,0,,,93.8
752,¼­±¤,2021-10-12 06:00,21.1,25.2,2.1,0,,,93
752,¼­±¤,2021-10-12 07:00,20.9,29.3,1.9,0,,,90.3
752,¼­±¤,2021-10-12 08:00,22,0,0,0,,,88.2
752,¼­±¤,2021-10-12 09:00,24.8,336.5,1.5,0,,,82.8
752,¼­±¤,2021-10-12 10:00,25.8,246.5,.7,0,,,75.9
752,¼­±¤,2021-10-12 11:00,25.9,221.5,1.5,0,,,72.7
752,¼­±¤,2021-10-12 12:00,26.2,276,1.8,0,,,77.5
752,¼­±¤,2021-10-12 13:00,27.1,271,2.4,0,,,74.3
752,¼­±¤,2021-10-12 14:00,27,274.6,2.6,0,,,73.5
752,¼­±¤,2021-10-12 15:00,26.3,275.2,1.6,0,,,76
752,¼­±¤,2021-10-12 16:00,25.9,259.5,1.9,0,,,76.9
752,¼­±¤,2021-10-12 17:00,24.4,280.2,1.4,0,,,81.6
752,¼­±¤,2021-10-12 18:00,22.8,0,.2,0,,,88.5
752,¼­±¤,2021-10-12 19:00,22.2,270.7,1,0,,,92.8
752,¼­±¤,2021-10-12 20:00,21.5,307.6,1.2,0,,,93.4
752,¼­±¤,2021-10-12 21:00,21.2,193,.8,0,,,92.5
752,¼­±¤,2021-10-12 22:00,20.7,331.1,1.9,0,,,93.3
752,¼­±¤,2021-10-12 23:00,21.3,327.7,.9,0,,,88.2
752,¼­±¤,2021-10-13 00:00,20.1,31.1,1,0,,,94
752,¼­±¤,2021-10-13 01:00,21.4,99.6,.5,0,,,89.1
752,¼­±¤,2021-10-13 02:00,19.8,4.1,1,0,,,94.8
752,¼­±¤,2021-10-13 03:00,20.2,0,.3,0,,,92.7
752,¼­±¤,2021-10-13 04:00,19.9,38.5,1,0,,,94.9
752,¼­±¤,2021-10-13 05:00,19.3,0,.1,0,,,95.9
752,¼­±¤,2021-10-13 06:00,20.4,15.7,.5,0,,,94.3
752,¼­±¤,2021-10-13 07:00,21,43.7,1.6,0,,,90.9
752,¼­±¤,2021-10-13 08:00,21.3,307.4,.9,0,,,92.7
752,¼­±¤,2021-10-13 09:00,21.8,0,0,0,,,95.1
752,¼­±¤,2021-10-13 10:00,22.6,0,.4,0,,,90.6
752,¼­±¤,2021-10-13 11:00,24.9,272.8,.8,0,,,82
752,¼­±¤,2021-10-13 12:00,25.4,277.8,2.1,0,,,78.5
752,¼­±¤,2021-10-13 13:00,24.5,304.3,1,0,,,83.3
752,¼­±¤,2021-10-13 14:00,24.8,150.6,.5,0,,,77.3
752,¼­±¤,2021-10-13 15:00,25.9,252.8,.9,0,,,73.9
752,¼­±¤,2021-10-13 16:00,25.7,252.4,1,0,,,77.1
752,¼­±¤,2021-10-13 17:00,24.2,255.9,.5,0,,,84.2
752,¼­±¤,2021-10-13 18:00,22.8,0,.4,0,,,90.1
752,¼­±¤,2021-10-13 19:00,22.1,0,0,0,,,92.1
752,¼­±¤,2021-10-13 20:00,21.5,30,1.2,0,,,94.5
752,¼­±¤,2021-10-13 21:00,21.8,345.5,1.6,0,,,95
752,¼­±¤,2021-10-13 22:00,21.7,343.1,.6,0,,,94.6
752,¼­±¤,2021-10-13 23:00,21.7,0,.1,0,,,95.2
752,¼­±¤,2021-10-14 00:00,21.9,0,.1,0,,,94.2
752,¼­±¤,2021-10-14 01:00,21,0,.2,0,,,96.2
752,¼­±¤,2021-10-14 02:00,21.4,5.9,1.7,0,,,94.3
752,¼­±¤,2021-10-14 03:00,20.9,0,0,0,,,94.8
752,¼­±¤,2021-10-14 04:00,20.9,3.4,.6,0,,,94.8
752,¼­±¤,2021-10-14 05:00,21.1,0,.3,0,,,94.7
752,¼­±¤,2021-10-14 06:00,20.6,40,.8,0,,,96.4
752,¼­±¤,2021-10-14 07:00,21.1,0,.1,0,,,95.6
752,¼­±¤,2021-10-14 08:00,22.5,0,0,0,,,92.4
752,¼­±¤,2021-10-14 09:00,23.2,0,0,0,,,84.5
752,¼­±¤,2021-10-14 10:00,23.8,258.2,.6,0,,,85.5
752,¼­±¤,2021-10-14 11:00,24.4,322.7,.8,0,,,84.5
752,¼­±¤,2021-10-14 12:00,24.5,0,.1,0,,,76.6
752,¼­±¤,2021-10-14 13:00,23.9,266,.7,0,,,84.3
752,¼­±¤,2021-10-14 14:00,23.7,255.4,1.3,0,,,85.4
752,¼­±¤,2021-10-14 15:00,24.6,247.6,.8,0,,,81.7
752,¼­±¤,2021-10-14 16:00,24.5,219,1.9,0,,,79.6
752,¼­±¤,2021-10-14 17:00,24.2,195.5,.7,0,,,79.5
752,¼­±¤,2021-10-14 18:00,22,0,0,0,,,89.1
752,¼­±¤,2021-10-14 19:00,21,0,.3,0,,,95.1
752,¼­±¤,2021-10-14 20:00,21.5,23.5,1,0,,,92.6
752,¼­±¤,2021-10-14 21:00,21.4,11.1,1.8,0,,,80.7
752,¼­±¤,2021-10-14 22:00,20.9,0,.3,0,,,83.8
752,¼­±¤,2021-10-14 23:00,19.6,35.6,2.3,0,,,87.1
752,¼­±¤,2021-10-15 00:00,20,25.3,2.3,0,,,83.9
752,¼­±¤,2021-10-15 01:00,19.4,24.9,2.1,0,,,86.4
752,¼­±¤,2021-10-15 02:00,20.2,10.6,2.5,0,,,82.6
752,¼­±¤,2021-10-15 03:00,20.2,9.4,2.9,0,,,81.2
752,¼­±¤,2021-10-15 04:00,20.2,11.1,2.2,0,,,81.5
