瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
862,价寸,2021-11-20 17:00,13.8,0,.4,0,997,1020.3,86.4
862,价寸,2021-11-20 18:00,11.4,233.5,1.3,0,997.7,1021.3,98.1
862,价寸,2021-11-20 19:00,9.3,241,.5,0,997.6,1021.4,99.9
862,价寸,2021-11-20 20:00,9.2,245.8,1.3,0,997.3,1021.1,99.9
862,价寸,2021-11-20 21:00,7.8,0,0,0,997.5,1021.4,99.9
862,价寸,2021-11-20 22:00,7.6,0,0,0,997.3,1021.2,99.9
862,价寸,2021-11-20 23:00,7.2,0,0,0,997.3,1021.3,99.9
862,价寸,2021-11-21 00:00,7.4,0,0,0,996.9,1020.9,99.9
862,价寸,2021-11-21 01:00,7.6,,,0,996,1019.9,99.9
862,价寸,2021-11-21 02:00,8.2,,,0,995.4,1019.2,99.9
862,价寸,2021-11-21 03:00,9.9,,,0,995.2,1018.9,99.9
862,价寸,2021-11-21 04:00,11.1,282.5,1.2,0,995.5,1019.1,99.9
862,价寸,2021-11-21 05:00,10.3,238.2,.9,0,995.9,1019.6,99.9
862,价寸,2021-11-21 06:00,13.1,289.6,2.3,0,996.4,1019.8,99.9
862,价寸,2021-11-21 07:00,12.7,274.5,.7,0,996.7,1020.1,96
862,价寸,2021-11-21 08:00,11.1,0,.2,0,996,1019.6,99.9
862,价寸,2021-11-21 09:00,13.8,0,0,0,995.4,1018.7,98.5
862,价寸,2021-11-21 10:00,14.9,0,.3,0,995.1,1018.4,96.5
862,价寸,2021-11-21 11:00,17.2,93.5,1.8,0,994.5,1017.4,92.2
862,价寸,2021-11-21 12:00,17.6,90.9,2.3,0,993.7,1016.6,88.2
862,价寸,2021-11-21 13:00,17.3,75.8,1.2,0,992.9,1015.8,87.3
862,价寸,2021-11-21 14:00,17.9,13.5,1.1,0,992.3,1015.1,81.4
862,价寸,2021-11-21 15:00,17.6,356.6,.9,0,992.3,1015.1,85
862,价寸,2021-11-21 16:00,17.4,317.5,.6,0,992.2,1015.1,86
862,价寸,2021-11-21 17:00,16.8,0,.2,0,991.7,1014.6,92.2
862,价寸,2021-11-21 18:00,13.4,0,0,0,991.7,1014.9,99.9
862,价寸,2021-11-21 19:00,13.7,0,.1,0,991.7,1014.9,99.9
862,价寸,2021-11-21 20:00,13.5,240.9,.9,0,991.5,1014.7,99.9
862,价寸,2021-11-21 21:00,13.6,0,.2,0,991,1014.2,99.9
862,价寸,2021-11-21 22:00,14.3,236,1.8,0,991.3,1014.4,99.9
862,价寸,2021-11-21 23:00,14.2,273.8,1.6,0,990.8,1013.9,99.9
862,价寸,2021-11-22 00:00,15.1,283.9,3.2,0,991.1,1014.3,98.5
862,价寸,2021-11-22 01:00,14.1,288.1,3.3,2.5,990.7,1013.8,99.9
862,价寸,2021-11-22 02:00,13.3,276.8,3.4,0,990.6,1013.8,97.4
862,价寸,2021-11-22 03:00,12.3,285.8,3.9,.5,990.5,1013.8,93.1
862,价寸,2021-11-22 04:00,11.6,304.9,5.9,.5,990.3,1013.7,99.9
862,价寸,2021-11-22 05:00,10.2,303.5,5.8,.5,990.4,1014,99.2
862,价寸,2021-11-22 06:00,10,304.5,5.9,0,990.8,1014.4,95.4
862,价寸,2021-11-22 07:00,10.2,299.5,6.3,0,990.7,1014.3,87.6
862,价寸,2021-11-22 08:00,9.9,300.8,6.8,0,990.8,1014.4,79.9
862,价寸,2021-11-22 09:00,9.7,297.3,6.5,0,991.4,1015.1,75.4
862,价寸,2021-11-22 10:00,9.3,297.6,7,0,992.3,1015.9,68.8
862,价寸,2021-11-22 11:00,9.5,295.2,7.6,0,992,1015.6,62.9
862,价寸,2021-11-22 12:00,9.3,298.6,7.3,0,992,1015.6,65.8
862,价寸,2021-11-22 13:00,9.9,300.8,7.1,0,992,1015.7,57.4
862,价寸,2021-11-22 14:00,9.8,301.5,7.4,0,992.1,1015.8,55.4
862,价寸,2021-11-22 15:00,9,298.5,7.6,0,992,1015.7,55.3
862,价寸,2021-11-22 16:00,8.7,301.7,6.7,0,992.8,1016.5,56.9
862,价寸,2021-11-22 17:00,8.1,305.5,5.8,0,993.4,1017.2,67.9
862,价寸,2021-11-22 18:00,8,295.6,6.3,0,994.2,1018,55.8
862,价寸,2021-11-22 19:00,5.7,311,4.4,.5,995,1019.1,90.2
862,价寸,2021-11-22 20:00,6.3,308.6,4.1,0,995.3,1019.3,90.8
862,价寸,2021-11-22 21:00,6.7,307.8,4.5,0,995.8,1019.8,83
862,价寸,2021-11-22 22:00,6.4,317.1,3.1,.5,996.1,1020.1,87.7
862,价寸,2021-11-22 23:00,6.7,304.2,3.8,0,996,1020,83.7
862,价寸,2021-11-23 00:00,6.2,305.1,2.6,0,995.9,1020,91.6
862,价寸,2021-11-23 01:00,5.9,298.2,3.5,1,995.7,1019.8,94.2
862,价寸,2021-11-23 02:00,5.4,299.7,3.9,2,995.4,1019.5,99.3
862,价寸,2021-11-23 03:00,6.3,289.9,4.5,.5,995.2,1019.2,83.7
862,价寸,2021-11-23 04:00,6.7,288.8,4.3,0,994.9,1018.9,74.8
862,价寸,2021-11-23 05:00,7.1,294.4,4.5,0,994.8,1018.7,76
862,价寸,2021-11-23 06:00,7.3,289.1,4.4,0,994.9,1018.8,72.8
862,价寸,2021-11-23 07:00,7.3,295.8,5.1,0,995.3,1019.2,64
862,价寸,2021-11-23 08:00,7.4,300.3,4.9,0,995.9,1019.8,70.4
862,价寸,2021-11-23 09:00,7.8,287.2,4.7,0,996.3,1020.2,65.8
862,价寸,2021-11-23 10:00,8.1,286.9,4.3,0,996.5,1020.4,70.5
862,价寸,2021-11-23 11:00,8.6,289.3,5,0,996.4,1020.2,67.6
862,价寸,2021-11-23 12:00,8.8,274.8,5.8,0,996.1,1019.9,63.9
862,价寸,2021-11-23 13:00,9.7,287.7,5.6,0,995.2,1019,62.1
862,价寸,2021-11-23 14:00,9.1,294.4,5,0,994.9,1018.6,66.6
862,价寸,2021-11-23 15:00,9,288.2,6.1,0,994.8,1018.5,65.4
862,价寸,2021-11-23 16:00,8.5,293.4,5.4,0,995.2,1019,63.5
862,价寸,2021-11-23 17:00,8.2,287.3,5.5,0,995.4,1019.2,61.4
862,价寸,2021-11-23 18:00,8,288.8,4.9,0,995.8,1019.7,64.2
862,价寸,2021-11-23 19:00,8.2,291.6,4.7,0,996.2,1020,65.2
862,价寸,2021-11-23 20:00,8.1,297.7,4.6,0,996.4,1020.3,65.1
862,价寸,2021-11-23 21:00,8.3,298.2,4.9,0,996.6,1020.4,61
862,价寸,2021-11-23 22:00,8.5,293,5.2,0,996.9,1020.7,66
862,价寸,2021-11-23 23:00,8.6,292.6,4.4,0,997.3,1021.1,63.2
862,价寸,2021-11-24 00:00,8.6,288.1,5.2,0,997.2,1021,58.6
862,价寸,2021-11-24 01:00,8.5,290.9,3.9,0,997.2,1021,61.7
862,价寸,2021-11-24 02:00,8.2,287.7,4.1,0,997.1,1021,59.7
862,价寸,2021-11-24 03:00,8.7,290.2,4.2,0,997.1,1020.9,66
862,价寸,2021-11-24 04:00,8.7,285.4,4.9,0,996.8,1020.6,59.7
862,价寸,2021-11-24 05:00,8.8,281,4.4,0,996.9,1020.7,67.2
862,价寸,2021-11-24 06:00,9,290.7,4.3,0,997.2,1021,61.5
862,价寸,2021-11-24 07:00,9,281.1,2.9,0,997.3,1021.1,61
862,价寸,2021-11-24 08:00,8.9,236.4,2,0,997.8,1021.6,66.9
862,价寸,2021-11-24 09:00,9,215.1,1.3,0,998.2,1022,70.3
862,价寸,2021-11-24 10:00,11.3,276.3,5.6,0,998.3,1021.9,61.5
862,价寸,2021-11-24 11:00,11.7,265,5,0,998,1021.6,59.1
862,价寸,2021-11-24 12:00,12.3,268.3,4.8,0,997.4,1020.9,59.3
862,价寸,2021-11-24 13:00,12.3,259,4.5,0,996.5,1020,61.9
862,价寸,2021-11-24 14:00,12.2,256,4.3,0,996.1,1019.6,62.9
862,价寸,2021-11-24 15:00,12.1,276.9,4.7,0,995.9,1019.4,59.1
862,价寸,2021-11-24 16:00,11.6,256.4,4.1,0,996.1,1019.7,64.9
862,价寸,2021-11-24 17:00,10.7,256.8,2.7,0,996.1,1019.8,67.1
862,价寸,2021-11-24 18:00,9.1,186.9,1.5,0,996.4,1020.2,75
862,价寸,2021-11-24 19:00,9.7,228.7,2.9,0,996.5,1020.3,71.2
862,价寸,2021-11-24 20:00,9.3,261.9,2.7,0,996.5,1020.2,73.9
862,价寸,2021-11-24 21:00,9.4,254.5,2.1,0,996.4,1020.1,73.1
862,价寸,2021-11-24 22:00,9,199.7,1.7,0,996.4,1020.2,73.9
862,价寸,2021-11-24 23:00,7.3,147,1.6,0,996.2,1020.1,86.8
862,价寸,2021-11-25 00:00,4.3,0,.3,0,995.9,1020.1,95.2
862,价寸,2021-11-25 01:00,6,196.7,1.4,0,995.5,1019.6,87.3
862,价寸,2021-11-25 02:00,7.9,176.9,1.8,0,995.5,1019.4,79.7
862,价寸,2021-11-25 03:00,8.3,257.6,1.7,0,995.4,1019.2,80.7
862,价寸,2021-11-25 04:00,8.8,220.3,1.2,0,995.4,1019.2,78.6
862,价寸,2021-11-25 05:00,9.7,254.4,2.2,0,995.3,1019.1,76.1
862,价寸,2021-11-25 06:00,9.9,243.9,1.4,0,995.4,1019.1,75.6
862,价寸,2021-11-25 07:00,9.8,185.6,1.9,0,995.8,1019.6,76.5
862,价寸,2021-11-25 08:00,10.2,190.6,1.4,0,996.4,1020.1,76
862,价寸,2021-11-25 09:00,12.4,235.5,1.5,0,996.5,1020,70.5
862,价寸,2021-11-25 10:00,14.3,264.6,2.9,0,996.8,1020.1,63.1
862,价寸,2021-11-25 11:00,14.9,263.2,4.3,0,996.7,1020,59.4
862,价寸,2021-11-25 12:00,15.6,271.4,5,0,996,1019.2,58.1
862,价寸,2021-11-25 13:00,15.6,279.9,5.7,0,995.5,1018.7,56.1
862,价寸,2021-11-25 14:00,15.5,282.5,5.6,0,995.3,1018.5,58.2
862,价寸,2021-11-25 15:00,15.1,290.2,5.1,0,995.5,1018.8,63.3
862,价寸,2021-11-25 16:00,14.4,289.7,5.4,0,996,1019.2,65.2
862,价寸,2021-11-25 17:00,13.1,282.8,3.6,0,996.3,1019.7,71.4
862,价寸,2021-11-25 18:00,11.3,270.7,2.4,0,996.7,1020.3,76.8
862,价寸,2021-11-25 19:00,10.6,264.6,2.6,0,997.3,1021,79.4
862,价寸,2021-11-25 20:00,10.5,273.8,2.9,0,997.8,1021.5,78.8
862,价寸,2021-11-25 21:00,9.6,253.9,2.5,0,998.3,1022.1,81
862,价寸,2021-11-25 22:00,9.3,252.4,2.4,0,998.6,1022.4,81.5
862,价寸,2021-11-25 23:00,8.5,270.5,2.6,0,998.9,1022.8,84.9
862,价寸,2021-11-26 00:00,8.6,259.9,2.2,0,998.9,1022.8,86.4
862,价寸,2021-11-26 01:00,8.4,260.2,2.5,0,998.8,1022.7,87.2
862,价寸,2021-11-26 02:00,8.2,266.8,2.6,0,999,1022.9,88
862,价寸,2021-11-26 03:00,8.3,264.6,2.7,0,999.1,1023,87
862,价寸,2021-11-26 04:00,8.1,270.9,2.7,0,999.4,1023.3,87.9
862,价寸,2021-11-26 05:00,8,265.9,2.7,0,999.8,1023.8,88.5
862,价寸,2021-11-26 06:00,7.9,264.1,2.9,0,1000,1024,89.2
862,价寸,2021-11-26 07:00,8.2,266,2.8,0,1000.7,1024.7,89.7
862,价寸,2021-11-26 08:00,8.8,286.2,2.6,0,1001.3,1025.2,90.5
862,价寸,2021-11-26 09:00,10.6,299.1,2.3,0,1001.9,1025.7,83.5
862,价寸,2021-11-26 10:00,11.6,314.6,2.9,0,1002.2,1025.9,75.3
862,价寸,2021-11-26 11:00,12.3,307,3.3,0,1002.3,1025.9,67.9
862,价寸,2021-11-26 12:00,12.5,304.7,4.3,0,1002.1,1025.7,64.9
862,价寸,2021-11-26 13:00,12.8,312,4.5,0,1001.9,1025.5,64.5
862,价寸,2021-11-26 14:00,12.6,299.8,3.9,0,1002.1,1025.7,60.8
862,价寸,2021-11-26 15:00,12.5,317.7,3.1,0,1002.3,1025.9,59.5
862,价寸,2021-11-26 16:00,11.7,308.8,2.7,0,1002.5,1026.2,62.2
862,价寸,2021-11-26 17:00,10.1,296.2,2.3,0,1003.5,1027.4,71.9
862,价寸,2021-11-26 18:00,8.6,287.4,3,0,1004.2,1028.2,78.2
862,价寸,2021-11-26 19:00,7.7,282.4,2.4,0,1004.7,1028.8,79.6
862,价寸,2021-11-26 20:00,7.7,296.7,2.3,0,1005,1029.1,77.3
862,价寸,2021-11-26 21:00,7.4,291.2,3.2,0,1005.4,1029.6,76.9
862,价寸,2021-11-26 22:00,7.5,301.9,1.9,0,1006,1030.2,70.7
862,价寸,2021-11-26 23:00,7.2,304.4,1.6,0,1006.2,1030.4,72.2
862,价寸,2021-11-27 00:00,6.3,287.8,1.8,0,1006.3,1030.6,77.3
862,价寸,2021-11-27 01:00,6.4,258.3,2.2,0,1006.2,1030.5,76.2
862,价寸,2021-11-27 02:00,6.4,253.2,2.6,0,1006.3,1030.6,78.1
862,价寸,2021-11-27 03:00,6.8,256.9,2.2,0,1006.3,1030.5,78.2
862,价寸,2021-11-27 04:00,6.7,274.3,2.8,0,1006.2,1030.5,81.3
862,价寸,2021-11-27 05:00,7.2,253.6,2.6,0,1006.4,1030.6,81.9
862,价寸,2021-11-27 06:00,7.5,279.7,2.5,0,1006.9,1031.1,84
862,价寸,2021-11-27 07:00,8.2,297.5,2.4,0,1007.4,1031.5,80.5
862,价寸,2021-11-27 08:00,8.9,333.8,2.5,0,1008.2,1032.3,85.8
862,价寸,2021-11-27 09:00,9.9,327.8,2.4,0,1008.9,1033,81.4
862,价寸,2021-11-27 10:00,10.3,352.5,3.5,0,1009.3,1033.3,66.7
862,价寸,2021-11-27 11:00,11,318.9,3.1,0,1009.4,1033.3,54.1
862,价寸,2021-11-27 12:00,12,325.8,2.9,0,1008.7,1032.5,52.3
862,价寸,2021-11-27 13:00,12.5,312.3,3,0,1008.4,1032.1,57.3
862,价寸,2021-11-27 14:00,12.6,307.4,3.1,0,1008.3,1032,52.2
862,价寸,2021-11-27 15:00,11.3,335.5,3,0,1008.4,1032.3,56.5
862,价寸,2021-11-27 16:00,10.6,326.8,2.4,0,1008.8,1032.8,57.2
862,价寸,2021-11-27 17:00,9.8,335.5,1.6,0,1009,1033.1,63.6
862,价寸,2021-11-27 18:00,4.3,199.3,.6,0,1009.4,1033.9,86.6
862,价寸,2021-11-27 19:00,3.7,233.7,.7,0,1010.2,1034.8,91.7
862,价寸,2021-11-27 20:00,2.7,0,0,0,1010.5,1035.2,95.6
862,价寸,2021-11-27 21:00,2.3,0,0,0,1010.9,1035.7,97.7
862,价寸,2021-11-27 22:00,1.9,0,.2,0,1010.9,1035.7,99.3
862,价寸,2021-11-27 23:00,1.3,0,0,0,1010.6,1035.5,99.8
862,价寸,2021-11-28 00:00,1.3,0,.1,0,1010.3,1035.2,99.9
862,价寸,2021-11-28 01:00,1.2,0,.1,0,1009.9,1034.8,99.9
862,价寸,2021-11-28 02:00,1.5,0,0,0,1009.6,1034.4,99.9
862,价寸,2021-11-28 03:00,2,0,0,0,1009.4,1034.2,99.9
862,价寸,2021-11-28 04:00,2.6,0,0,0,1009.5,1034.2,99.9
862,价寸,2021-11-28 05:00,2.5,0,0,0,1009.4,1034.1,99.9
862,价寸,2021-11-28 06:00,2.6,,,0,1009.4,1034.1,99.9
862,价寸,2021-11-28 07:00,2.5,,,0,1009.6,1034.3,99.9
862,价寸,2021-11-28 08:00,3.3,,,0,1010.2,1034.9,99.9
862,价寸,2021-11-28 09:00,7.8,,,0,1010.5,1034.7,99.9
862,价寸,2021-11-28 10:00,13.6,94.5,2.2,0,1010.5,1034.2,74.3
862,价寸,2021-11-28 11:00,14.3,66.7,3.1,0,1010,1033.6,66.6
862,价寸,2021-11-28 12:00,16,89.9,2.7,0,1009.1,1032.5,62.3
862,价寸,2021-11-28 13:00,16,94,3.1,0,1008.2,1031.6,61.7
862,价寸,2021-11-28 14:00,15.5,80,3,0,1007.7,1031.2,65.9
862,价寸,2021-11-28 15:00,15.1,81.8,3.5,0,1007.5,1031,64.8
862,价寸,2021-11-28 16:00,14.9,77.8,2.9,0,1007.3,1030.9,70.9
862,价寸,2021-11-28 17:00,13.1,70.3,.8,0,1007.3,1030.9,78.3
862,价寸,2021-11-28 18:00,9.1,223.6,.9,0,1007.7,1031.7,95.1
862,价寸,2021-11-28 19:00,9.8,0,.1,0,1007.7,1031.7,95.2
862,价寸,2021-11-28 20:00,8.6,0,0,0,1007.7,1031.8,98.1
862,价寸,2021-11-28 21:00,7.6,0,0,0,1007.4,1031.6,99.9
862,价寸,2021-11-28 22:00,6.8,0,.2,0,1007.4,1031.7,99.9
862,价寸,2021-11-28 23:00,6.4,0,.1,0,1006.9,1031.2,99.9
862,价寸,2021-11-29 00:00,6.1,0,.3,0,1006.6,1030.9,99.9
862,价寸,2021-11-29 01:00,5.8,0,0,0,1006,1030.4,99.9
862,价寸,2021-11-29 02:00,6.1,196.9,.5,0,1005.5,1029.8,99.9
862,价寸,2021-11-29 03:00,5.4,188.7,.7,0,1005.1,1029.5,99.9
862,价寸,2021-11-29 04:00,5.3,183.8,.5,0,1004.7,1029.1,99.9
862,价寸,2021-11-29 05:00,5.2,0,0,0,1004.5,1028.9,99.9
862,价寸,2021-11-29 06:00,4.5,0,0,0,1004.3,1028.7,99.9
862,价寸,2021-11-29 07:00,4.1,0,0,0,1004.5,1028.9,99.9
862,价寸,2021-11-29 08:00,5.5,0,0,0,1004.7,1029.1,99.9
862,价寸,2021-11-29 09:00,11,0,0,0,1004.9,1028.7,99.9
862,价寸,2021-11-29 10:00,15.6,102.9,2.1,0,1004.9,1028.3,70.1
862,价寸,2021-11-29 11:00,16.4,112.3,2.4,0,1004.1,1027.4,67.2
862,价寸,2021-11-29 12:00,17.4,111.3,2.1,0,1003.3,1026.4,61.6
862,价寸,2021-11-29 13:00,16.7,114.3,2.8,0,1002.1,1025.3,65.3
862,价寸,2021-11-29 14:00,16.1,90.9,2.7,0,1001.3,1024.6,65
862,价寸,2021-11-29 15:00,16.9,128.5,2.7,0,1000.9,1024,62.1
862,价寸,2021-11-29 16:00,16.8,131.8,1.8,0,1000.7,1023.8,68.2
862,价寸,2021-11-29 17:00,14.6,148.1,1.1,0,1001,1024.5,77.8
862,价寸,2021-11-29 18:00,12.1,152.7,1.6,0,1001.1,1024.7,88.2
862,价寸,2021-11-29 19:00,10.6,144.9,1.6,0,1001.1,1024.9,95.1
862,价寸,2021-11-29 20:00,10.9,160.5,1.5,0,1000.7,1024.4,94
862,价寸,2021-11-29 21:00,12.1,154.4,2.1,0,1000.3,1023.9,93.5
862,价寸,2021-11-29 22:00,10.2,138.8,1.2,0,999.7,1023.5,99.5
862,价寸,2021-11-29 23:00,9.4,135.9,1.4,0,999.6,1023.4,99.4
862,价寸,2021-11-30 00:00,11.4,171.2,1.8,0,998.5,1022.1,98.6
862,价寸,2021-11-30 01:00,14.2,163.5,2.4,0,997.6,1020.9,91.6
862,价寸,2021-11-30 02:00,13.5,162.2,2.4,.5,996.5,1019.8,99.9
862,价寸,2021-11-30 03:00,13.3,120.3,2.3,0,995,1018.3,99.9
862,价寸,2021-11-30 04:00,14,128.5,1.4,.5,993.6,1016.8,99.9
862,价寸,2021-11-30 05:00,14.5,155.6,.9,1.5,991.8,1014.9,99.9
862,价寸,2021-11-30 06:00,15.6,129.7,2.6,.5,990.7,1013.8,99.9
862,价寸,2021-11-30 07:00,15.8,170.8,3,5.5,990.2,1013.2,99.9
862,价寸,2021-11-30 08:00,14.9,230.1,5.6,41,990.5,1013.7,99.9
862,价寸,2021-11-30 09:00,15.1,266.6,4.8,3,990.2,1013.3,99.9
862,价寸,2021-11-30 10:00,11.9,283.1,7,1,990.7,1014.1,99.9
862,价寸,2021-11-30 11:00,12.5,264.8,6,0,989.7,1013,95.9
862,价寸,2021-11-30 12:00,12.9,280.4,8,0,989.6,1012.9,92.5
862,价寸,2021-11-30 13:00,12.2,282.4,6.9,0,987.9,1011.2,90.8
862,价寸,2021-11-30 14:00,11.9,268,5.1,.5,987.3,1010.6,95.7
862,价寸,2021-11-30 15:00,11.1,284.9,5.7,.5,987.3,1010.7,97.8
862,价寸,2021-11-30 16:00,10.9,299,7.5,0,988.4,1011.9,90.8
862,价寸,2021-11-30 17:00,10,296.7,6.9,0,989.3,1012.9,83.9
862,价寸,2021-11-30 18:00,7.9,296.7,7.1,0,991.1,1014.9,89.8
862,价寸,2021-11-30 19:00,7.8,293.3,7.2,0,992.1,1015.9,87.7
862,价寸,2021-11-30 20:00,7.3,301.8,6.4,.5,992.4,1016.3,85.8
862,价寸,2021-11-30 21:00,7.1,304,5.8,0,993.1,1017,88
862,价寸,2021-11-30 22:00,5.7,288.1,6.1,2,993.7,1017.8,95.7
862,价寸,2021-11-30 23:00,6.1,296,5.4,3,994,1018,93.2
862,价寸,2021-12-01 00:00,6.6,302.9,6.2,0,993.9,1017.9,81
862,价寸,2021-12-01 01:00,6,299.8,6.5,.5,994,1018,87.2
862,价寸,2021-12-01 02:00,5.3,301.4,7,0,994.2,1018.3,92.3
862,价寸,2021-12-01 03:00,5.1,297,6.2,0,994.4,1018.6,93.6
862,价寸,2021-12-01 04:00,5.8,299.8,5.7,.5,994.9,1019,79.2
862,价寸,2021-12-01 05:00,5.9,303,6.6,0,995.3,1019.4,72
862,价寸,2021-12-01 06:00,5.9,307.1,6.2,0,996.3,1020.4,63.6
862,价寸,2021-12-01 07:00,6,295.5,5.9,0,997,1021.1,67.6
862,价寸,2021-12-01 08:00,6.1,301.8,5.7,0,997.6,1021.7,66.9
862,价寸,2021-12-01 09:00,6.6,301.7,5.6,0,997.8,1021.9,69.1
862,价寸,2021-12-01 10:00,6.1,302.6,5.9,0,998.3,1022.4,79.6
862,价寸,2021-12-01 11:00,6.7,314.8,5.1,0,998.2,1022.3,83.6
862,价寸,2021-12-01 12:00,7.2,310.5,5.2,0,997.8,1021.8,87.5
862,价寸,2021-12-01 13:00,6.9,308.5,6.4,0,997.3,1021.3,81
862,价寸,2021-12-01 14:00,6.9,307.7,6.4,0,997.1,1021.1,76.4
862,价寸,2021-12-01 15:00,6.7,306.8,6.5,0,997.2,1021.2,69
862,价寸,2021-12-01 16:00,6.4,304.6,6.2,0,997.3,1021.4,69.2
862,价寸,2021-12-01 17:00,5.8,312.2,6.1,0,997.8,1022,68.1
862,价寸,2021-12-01 18:00,5.5,306.2,5.7,0,998.3,1022.5,65.8
862,价寸,2021-12-01 19:00,5.5,314.5,5.5,0,999.2,1023.4,69.2
862,价寸,2021-12-01 20:00,5.5,316.2,4.5,0,1000.1,1024.3,66.3
862,价寸,2021-12-01 21:00,5.3,312.6,4.6,0,1000.4,1024.7,67.7
862,价寸,2021-12-01 22:00,5.2,318.8,3.4,0,1000.5,1024.8,71.1
862,价寸,2021-12-01 23:00,5.3,311.8,4,0,1000.4,1024.7,71.6
862,价寸,2021-12-02 00:00,5.2,318.2,3.6,0,999.9,1024.2,72
862,价寸,2021-12-02 01:00,5.3,311.2,2.6,0,1000,1024.3,72.6
862,价寸,2021-12-02 02:00,5.1,320.1,2.2,0,999.8,1024.1,75.4
862,价寸,2021-12-02 03:00,5.2,312.7,2.8,0,999.7,1024,73.7
862,价寸,2021-12-02 04:00,5.2,310.7,2.3,0,999.1,1023.4,75.9
862,价寸,2021-12-02 05:00,5.5,324.5,2.6,0,998.7,1022.9,75.4
862,价寸,2021-12-02 06:00,5.5,291.7,1.8,0,998.9,1023.1,77.3
862,价寸,2021-12-02 07:00,5.4,281.4,1.2,0,999.1,1023.3,78.7
862,价寸,2021-12-02 08:00,4.7,0,.1,0,998.9,1023.2,89.8
862,价寸,2021-12-02 09:00,5.2,268.1,1.9,.5,999.5,1023.8,90.9
862,价寸,2021-12-02 10:00,6.7,241.5,.9,0,999.2,1023.3,84.6
862,价寸,2021-12-02 11:00,5.8,279.4,2.8,0,999.1,1023.3,91.8
862,价寸,2021-12-02 12:00,6.6,292.2,2.3,.5,998,1022.1,93.9
862,价寸,2021-12-02 13:00,6.7,300.5,2,0,997.2,1021.2,92.1
862,价寸,2021-12-02 14:00,7.9,290.6,2.3,0,996.2,1020.1,83.1
862,价寸,2021-12-02 15:00,8.5,282.4,2.6,0,995.7,1019.5,72.5
862,价寸,2021-12-02 16:00,8.2,269.9,2.3,0,995.7,1019.5,77.5
862,价寸,2021-12-02 17:00,7.2,281.6,2.5,0,996,1020,87.4
862,价寸,2021-12-02 18:00,6.1,288.9,2.2,0,995.8,1019.9,92.7
862,价寸,2021-12-02 19:00,6,240.1,.9,0,995.9,1020,95.3
862,价寸,2021-12-02 20:00,5.7,215.6,1.3,0,995.6,1019.7,93.4
862,价寸,2021-12-02 21:00,5.8,178,2.5,0,995.5,1019.6,86.5
862,价寸,2021-12-02 22:00,6.6,194.3,1.6,0,995.5,1019.5,85.3
862,价寸,2021-12-02 23:00,7.9,232.7,2.3,0,995.8,1019.7,78.2
862,价寸,2021-12-03 00:00,7.9,234.9,2.7,0,995.9,1019.8,73.2
862,价寸,2021-12-03 01:00,7.4,233.5,2.5,0,995.6,1019.5,73.8
862,价寸,2021-12-03 02:00,7.6,244.9,2.3,0,995.5,1019.4,70.8
862,价寸,2021-12-03 03:00,7.8,225.8,1.6,0,995.2,1019.1,70.8
862,价寸,2021-12-03 04:00,8.3,241.7,2.4,0,995.1,1018.9,69.1
862,价寸,2021-12-03 05:00,7.6,252.2,2,0,994.8,1018.7,67.5
862,价寸,2021-12-03 06:00,7.7,233.8,2.1,0,994.6,1018.5,69.7
862,价寸,2021-12-03 07:00,8.1,240.9,2.6,0,994.9,1018.7,67.9
862,价寸,2021-12-03 08:00,8.6,231.4,3.2,0,995.3,1019.1,70.1
862,价寸,2021-12-03 09:00,10.5,250.4,3.6,0,995.5,1019.2,64.3
862,价寸,2021-12-03 10:00,11.5,264.3,4.8,0,995.8,1019.4,65.8
862,价寸,2021-12-03 11:00,11.5,294.8,5.5,0,995.8,1019.4,64.4
862,价寸,2021-12-03 12:00,12.3,293.9,5.8,0,995.1,1018.6,61.5
862,价寸,2021-12-03 13:00,12.1,284.9,6.4,0,994.6,1018.1,52.3
862,价寸,2021-12-03 14:00,12.1,286.9,6.5,0,994.1,1017.6,52.9
862,价寸,2021-12-03 15:00,11.4,291.7,5.9,0,994.1,1017.6,56.7
862,价寸,2021-12-03 16:00,10,306.4,4.9,0,994.6,1018.3,79.5
862,价寸,2021-12-03 17:00,9,309.7,4.5,0,995.5,1019.2,79.7
862,价寸,2021-12-03 18:00,8.7,313,4.5,0,996.3,1020.1,75.8
862,价寸,2021-12-03 19:00,8.3,309.9,4.9,0,996.9,1020.8,74.7
862,价寸,2021-12-03 20:00,7.6,313,4.9,0,997.6,1021.5,69.7
862,价寸,2021-12-03 21:00,7.1,312.6,5.4,0,998.3,1022.3,69.9
862,价寸,2021-12-03 22:00,6.6,311,5.6,0,999.3,1023.4,62.6
862,价寸,2021-12-03 23:00,6.4,313.1,4.5,0,999.9,1024,64.1
862,价寸,2021-12-04 00:00,6.4,313.1,4.1,0,1000.1,1024.2,63.8
862,价寸,2021-12-04 01:00,6.6,313.7,3.6,0,1000.4,1024.5,65
862,价寸,2021-12-04 02:00,6.9,316.3,3.5,0,1000.4,1024.5,64.5
862,价寸,2021-12-04 03:00,7.2,305.9,3.2,0,1000.3,1024.4,65.2
862,价寸,2021-12-04 04:00,7.3,304.8,2.8,0,1000.5,1024.6,68.3
